inspection_policy,case_id,d1_test_part1,d2_test_part2,df_test_final,dr_disassemble,feasible,infeasible_reason,state_count,success_probability,expected_cost,expected_profit,market_defect_rate,expected_exchange_count,expected_disassembly_count,expected_assembly_count,expected_purchase_cost,expected_part_test_cost,expected_assembly_cost,expected_final_test_cost,expected_exchange_loss_cost,expected_disassembly_cost
no_retest_known_good,3,0,0,0,1,False,singular linear system,15,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,3,0,0,1,0,True,,2,1.0,42.52400548696845,13.475994513031551,0.0,0.0,0.0,1.371742112482853,30.178326474622768,0.0,8.23045267489712,4.11522633744856,0.0,0.0
no_retest_known_good,3,0,0,1,1,False,singular linear system,15,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,3,0,1,0,0,True,,2,1.0,48.18930041152263,7.81069958847737,0.18999999999999995,0.23456790123456783,0.0,1.2345679012345678,29.629629629629626,4.11522633744856,7.4074074074074066,0.0,7.0370370370370345,0.0
no_retest_known_good,3,0,1,0,1,False,singular linear system,16,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,3,0,1,1,0,True,,2,1.0,44.855967078189295,11.144032921810705,0.0,0.0,0.0,1.2345679012345678,29.629629629629626,4.11522633744856,7.4074074074074066,3.7037037037037033,0.0,0.0
no_retest_known_good,3,0,1,1,1,False,singular linear system,16,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,3,1,0,0,0,True,,2,1.0,44.89711934156378,11.10288065843622,0.18999999999999995,0.23456790123456783,0.0,1.2345679012345678,27.709190672153632,2.7434842249657065,7.4074074074074066,0.0,7.0370370370370345,0.0
no_retest_known_good,3,1,0,0,1,False,singular linear system,16,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,3,1,0,1,0,True,,2,1.0,41.56378600823045,14.436213991769549,0.0,0.0,0.0,1.2345679012345678,27.709190672153632,2.7434842249657065,7.4074074074074066,3.7037037037037033,0.0,0.0
no_retest_known_good,3,1,0,1,1,False,singular linear system,16,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,3,1,1,0,0,True,,2,1.0,43.33333333333333,12.666666666666671,0.09999999999999996,0.11111111111111108,0.0,1.1111111111111112,27.160493827160494,6.17283950617284,6.666666666666666,0.0,3.333333333333332,0.0
no_retest_known_good,3,1,1,0,1,True,,3,1.0,40.55555555555556,15.444444444444443,0.09999999999999996,0.11111111111111108,0.11111111111111108,1.1111111111111112,24.444444444444443,5.555555555555556,6.666666666666666,0.0,3.333333333333332,0.5555555555555555
no_retest_known_good,3,1,1,1,0,True,,2,1.0,43.33333333333333,12.666666666666671,0.0,0.0,0.0,1.1111111111111112,27.160493827160494,6.17283950617284,6.666666666666666,3.333333333333333,0.0,0.0
no_retest_known_good,3,1,1,1,1,True,,3,1.0,40.55555555555556,15.444444444444443,0.0,0.0,0.11111111111111108,1.1111111111111112,24.444444444444443,5.555555555555556,6.666666666666666,3.333333333333333,0.0,0.5555555555555555
no_retest_known_good,4,0,0,0,0,True,,2,1.0,83.28125,-27.28125,0.488,0.953125,0.0,1.953125,42.96875,0.0,11.71875,0.0,28.59375,0.0
no_retest_known_good,4,0,0,0,1,False,singular linear system,20,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,4,0,0,1,0,True,,2,1.0,58.59375,-2.59375,0.0,0.0,0.0,1.953125,42.96875,0.0,11.71875,3.90625,0.0,0.0
no_retest_known_good,4,0,0,1,1,False,singular linear system,20,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,4,0,1,0,0,True,,2,1.0,69.60937499999999,-13.609374999999986,0.3599999999999999,0.5624999999999997,0.0,1.5624999999999998,41.40624999999999,1.9531249999999996,9.374999999999998,0.0,16.874999999999993,0.0
no_retest_known_good,4,0,1,0,1,False,singular linear system,21,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,4,0,1,1,0,True,,2,1.0,55.85937499999999,0.1406250000000071,0.0,0.0,0.0,1.5624999999999998,41.40624999999999,1.9531249999999996,9.374999999999998,3.1249999999999996,0.0,0.0
no_retest_known_good,4,0,1,1,1,False,singular linear system,21,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,4,1,0,0,0,True,,2,1.0,64.14062499999999,-8.140624999999986,0.3599999999999999,0.5624999999999997,0.0,1.5624999999999998,35.93749999999999,1.9531249999999996,9.374999999999998,0.0,16.874999999999993,0.0
no_retest_known_good,4,1,0,0,1,False,singular linear system,21,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,4,1,0,1,0,True,,2,1.0,50.39062499999999,5.609375000000007,0.0,0.0,0.0,1.5624999999999998,35.93749999999999,1.9531249999999996,9.374999999999998,3.1249999999999996,0.0,0.0
no_retest_known_good,4,1,0,1,1,False,singular linear system,21,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,4,1,1,0,0,True,,2,1.0000000000000002,52.50000000000001,3.499999999999993,0.2,0.25,0.0,1.2500000000000002,34.375,3.1250000000000004,7.500000000000002,0.0,7.5,0.0
no_retest_known_good,4,1,1,0,1,True,,3,1.0000000000000002,46.25,9.75,0.2,0.25,0.25,1.2500000000000002,27.5,2.5000000000000004,7.500000000000002,0.0,7.5,1.25
no_retest_known_good,4,1,1,1,0,True,,2,1.0000000000000002,47.50000000000001,8.499999999999993,0.0,0.0,0.0,1.2500000000000002,34.375,3.1250000000000004,7.500000000000002,2.5000000000000004,0.0,0.0
no_retest_known_good,4,1,1,1,1,True,,3,1.0000000000000002,41.25,14.75,0.0,0.0,0.25,1.2500000000000002,27.5,2.5000000000000004,7.500000000000002,2.5000000000000004,0.0,1.25
no_retest_known_good,5,0,0,0,0,True,,2,1.0,48.641975308641975,7.358024691358025,0.352,0.5432098765432098,0.0,1.5432098765432098,33.95061728395062,0.0,9.25925925925926,0.0,5.432098765432098,0.0
no_retest_known_good,5,0,0,0,1,False,singular linear system,15,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,5,0,0,1,0,True,,2,1.0,46.29629629629629,9.70370370370371,0.0,0.0,0.0,1.5432098765432098,33.95061728395062,0.0,9.25925925925926,3.0864197530864197,0.0,0.0
no_retest_known_good,5,0,0,1,1,False,singular linear system,15,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,5,0,1,0,0,True,,2,1.0,44.01234567901234,11.987654320987659,0.18999999999999995,0.23456790123456783,0.0,1.2345679012345678,32.71604938271605,1.5432098765432098,7.4074074074074066,0.0,2.3456790123456783,0.0
no_retest_known_good,5,0,1,0,1,False,singular linear system,16,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,5,0,1,1,0,True,,2,1.0,44.1358024691358,11.864197530864203,0.0,0.0,0.0,1.2345679012345678,32.71604938271605,1.5432098765432098,7.4074074074074066,2.4691358024691357,0.0,0.0
no_retest_known_good,5,0,1,1,1,False,singular linear system,16,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,5,1,0,0,0,True,,2,1.0,55.74074074074073,0.25925925925926663,0.2799999999999999,0.38888888888888873,0.0,1.3888888888888886,31.172839506172835,12.345679012345679,8.333333333333332,0.0,3.888888888888887,0.0
no_retest_known_good,5,1,0,0,1,False,singular linear system,15,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,5,1,0,1,0,True,,2,1.0,54.629629629629626,1.3703703703703738,0.0,0.0,0.0,1.3888888888888886,31.172839506172835,12.345679012345679,8.333333333333332,2.7777777777777772,0.0,0.0
no_retest_known_good,5,1,0,1,1,False,singular linear system,15,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,5,1,1,0,0,True,,2,1.0000000000000002,48.98148148148148,7.018518518518519,0.1,0.11111111111111112,0.0,1.1111111111111114,29.938271604938272,11.265432098765432,6.666666666666669,0.0,1.1111111111111112,0.0
no_retest_known_good,5,1,1,0,1,True,,3,1.0000000000000002,45.41666666666667,10.583333333333329,0.1,0.11111111111111112,0.11111111111111112,1.1111111111111114,26.944444444444446,10.13888888888889,6.666666666666669,0.0,1.1111111111111112,0.5555555555555556
no_retest_known_good,5,1,1,1,0,True,,2,1.0000000000000002,50.092592592592595,5.907407407407405,0.0,0.0,0.0,1.1111111111111114,29.938271604938272,11.265432098765432,6.666666666666669,2.2222222222222228,0.0,0.0
no_retest_known_good,5,1,1,1,1,True,,3,1.0000000000000002,46.52777777777778,9.472222222222221,0.0,0.0,0.11111111111111112,1.1111111111111114,26.944444444444446,10.13888888888889,6.666666666666669,2.2222222222222228,0.0,0.5555555555555556
no_retest_known_good,6,0,0,0,0,True,,2,1.0,34.3213296398892,21.6786703601108,0.1426250000000001,0.16635077999708428,0.0,1.1663507799970843,25.659717159935855,0.0,6.9981046799825055,0.0,1.6635077999708427,0.0
no_retest_known_good,6,0,0,0,1,False,singular linear system,13,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,6,0,0,1,0,True,,2,1.0,36.156874179909614,19.843125820090386,0.0,0.0,0.0,1.1663507799970843,25.659717159935855,0.0,6.9981046799825055,3.4990523399912528,0.0,0.0
no_retest_known_good,6,0,0,1,1,False,singular linear system,13,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,6,0,1,0,0,True,,2,1.0,36.65403119988336,19.345968800116637,0.09750000000000003,0.10803324099722995,0.0,1.10803324099723,25.426447003936435,3.499052339991252,6.64819944598338,0.0,1.0803324099722995,0.0
no_retest_known_good,6,0,1,0,1,False,singular linear system,13,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,6,0,1,1,0,True,,2,1.0,38.89779851290275,17.102201487097247,0.0,0.0,0.0,1.10803324099723,25.426447003936435,3.499052339991252,6.64819944598338,3.32409972299169,0.0,0.0
no_retest_known_good,6,0,1,1,1,False,singular linear system,13,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,6,1,0,0,0,True,,2,1.0,34.671234873888324,21.328765126111676,0.09750000000000003,0.10803324099722995,0.0,1.10803324099723,24.610001457938473,2.332701559994168,6.64819944598338,0.0,1.0803324099722995,0.0
no_retest_known_good,6,1,0,0,1,False,singular linear system,13,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,6,1,0,1,0,True,,2,1.0,36.915002186907714,19.084997813092286,0.0,0.0,0.0,1.10803324099723,24.610001457938473,2.332701559994168,6.64819944598338,3.32409972299169,0.0,0.0
no_retest_known_good,6,1,0,1,1,False,singular linear system,13,0.0,inf,-inf,,,,,,,,,,
no_retest_known_good,6,1,1,0,0,True,,2,0.9999999999999999,36.7590027700831,19.2409972299169,0.05000000000000004,0.05263157894736846,0.0,1.0526315789473684,24.37673130193906,5.54016620498615,6.31578947368421,0.0,0.5263157894736846,0.0
no_retest_known_good,6,1,1,0,1,True,,3,0.9999999999999999,37.368421052631575,18.631578947368425,0.05000000000000004,0.05263157894736846,0.05263157894736846,1.0526315789473684,23.157894736842106,5.2631578947368425,6.31578947368421,0.0,0.5263157894736846,2.1052631578947385
no_retest_known_good,6,1,1,1,0,True,,2,0.9999999999999999,39.390581717451525,16.609418282548475,0.0,0.0,0.0,1.0526315789473684,24.37673130193906,5.54016620498615,6.31578947368421,3.157894736842105,0.0,0.0
no_retest_known_good,6,1,1,1,1,True,,3,0.9999999999999999,40.0,16.0,0.0,0.0,0.05263157894736846,1.0526315789473684,23.157894736842106,5.2631578947368425,6.31578947368421,3.157894736842105,0.0,2.1052631578947385
retest_known_good,1,0,0,0,0,True,,2,1.0,40.639231824417,15.360768175582997,0.2709999999999999,0.37174211248285305,0.0,1.371742112482853,30.178326474622768,0.0,8.23045267489712,0.0,2.2304526748971183,0.0
retest_known_good,1,0,0,0,1,False,singular linear system,15,0.0,inf,-inf,,,,,,,,,,
retest_known_good,1,0,0,1,0,True,,2,1.0,42.52400548696845,13.475994513031551,0.0,0.0,0.0,1.371742112482853,30.178326474622768,0.0,8.23045267489712,4.11522633744856,0.0,0.0
retest_known_good,1,0,0,1,1,False,singular linear system,15,0.0,inf,-inf,,,,,,,,,,
retest_known_good,1,0,1,0,0,True,,2,1.0,42.559670781893004,13.440329218106996,0.18999999999999995,0.23456790123456783,0.0,1.2345679012345678,29.629629629629626,4.11522633744856,7.4074074074074066,0.0,1.407407407407407,0.0
retest_known_good,1,0,1,0,1,False,singular linear system,16,0.0,inf,-inf,,,,,,,,,,
retest_known_good,1,0,1,1,0,True,,2,1.0,44.855967078189295,11.144032921810705,0.0,0.0,0.0,1.2345679012345678,29.629629629629626,4.11522633744856,7.4074074074074066,3.7037037037037033,0.0,0.0
retest_known_good,1,0,1,1,1,False,singular linear system,16,0.0,inf,-inf,,,,,,,,,,
retest_known_good,1,1,0,0,0,True,,2,1.0,39.26748971193416,16.73251028806584,0.18999999999999995,0.23456790123456783,0.0,1.2345679012345678,27.709190672153632,2.7434842249657065,7.4074074074074066,0.0,1.407407407407407,0.0
retest_known_good,1,1,0,0,1,False,singular linear system,16,0.0,inf,-inf,,,,,,,,,,
retest_known_good,1,1,0,1,0,True,,2,1.0,41.56378600823045,14.436213991769549,0.0,0.0,0.0,1.2345679012345678,27.709190672153632,2.7434842249657065,7.4074074074074066,3.7037037037037033,0.0,0.0
retest_known_good,1,1,0,1,1,False,singular linear system,16,0.0,inf,-inf,,,,,,,,,,
retest_known_good,1,1,1,0,0,True,,2,1.0,40.66666666666667,15.333333333333329,0.09999999999999996,0.11111111111111108,0.0,1.1111111111111112,27.160493827160494,6.17283950617284,6.666666666666666,0.0,0.6666666666666665,0.0
retest_known_good,1,1,1,0,1,True,,3,1.0,38.44444444444444,17.555555555555557,0.09999999999999996,0.11111111111111108,0.11111111111111108,1.1111111111111112,24.444444444444443,6.111111111111112,6.666666666666666,0.0,0.6666666666666665,0.5555555555555555
retest_known_good,1,1,1,1,0,True,,2,1.0,43.33333333333333,12.666666666666671,0.0,0.0,0.0,1.1111111111111112,27.160493827160494,6.17283950617284,6.666666666666666,3.333333333333333,0.0,0.0
retest_known_good,1,1,1,1,1,True,,3,1.0,41.111111111111114,14.888888888888886,0.0,0.0,0.11111111111111108,1.1111111111111112,24.444444444444443,6.111111111111112,6.666666666666666,3.333333333333333,0.0,0.5555555555555555
retest_known_good,2,0,0,0,0,True,,2,1.0,60.40625,-4.40625,0.488,0.953125,0.0,1.953125,42.96875,0.0,11.71875,0.0,5.71875,0.0
retest_known_good,2,0,0,0,1,False,singular linear system,20,0.0,inf,-inf,,,,,,,,,,
retest_known_good,2,0,0,1,0,True,,2,1.0,60.546875,-4.546875,0.0,0.0,0.0,1.953125,42.96875,0.0,11.71875,5.859375,0.0,0.0
retest_known_good,2,0,0,1,1,False,singular linear system,20,0.0,inf,-inf,,,,,,,,,,
retest_known_good,2,0,1,0,0,True,,2,1.0,60.01562499999999,-4.015624999999993,0.3599999999999999,0.5624999999999997,0.0,1.5624999999999998,41.40624999999999,5.859374999999999,9.374999999999998,0.0,3.3749999999999982,0.0
retest_known_good,2,0,1,0,1,False,singular linear system,21,0.0,inf,-inf,,,,,,,,,,
retest_known_good,2,0,1,1,0,True,,2,1.0,61.32812499999999,-5.328124999999993,0.0,0.0,0.0,1.5624999999999998,41.40624999999999,5.859374999999999,9.374999999999998,4.687499999999999,0.0,0.0
retest_known_good,2,0,1,1,1,False,singular linear system,21,0.0,inf,-inf,,,,,,,,,,
retest_known_good,2,1,0,0,0,True,,2,1.0,52.59374999999999,3.406250000000007,0.3599999999999999,0.5624999999999997,0.0,1.5624999999999998,35.93749999999999,3.906249999999999,9.374999999999998,0.0,3.3749999999999982,0.0
retest_known_good,2,1,0,0,1,False,singular linear system,21,0.0,inf,-inf,,,,,,,,,,
retest_known_good,2,1,0,1,0,True,,2,1.0,53.906249999999986,2.093750000000014,0.0,0.0,0.0,1.5624999999999998,35.93749999999999,3.906249999999999,9.374999999999998,4.687499999999999,0.0,0.0
retest_known_good,2,1,0,1,1,False,singular linear system,21,0.0,inf,-inf,,,,,,,,,,
retest_known_good,2,1,1,0,0,True,,2,1.0000000000000002,51.1875,4.8125,0.2,0.25,0.0,1.2500000000000002,34.375,7.812500000000002,7.500000000000002,0.0,1.5000000000000002,0.0
retest_known_good,2,1,1,0,1,True,,3,1.0000000000000002,45.25,10.75,0.2,0.25,0.25,1.2500000000000002,27.5,7.500000000000002,7.500000000000002,0.0,1.5,1.25
retest_known_good,2,1,1,1,0,True,,2,1.0000000000000002,53.43750000000001,2.562499999999993,0.0,0.0,0.0,1.2500000000000002,34.375,7.812500000000002,7.500000000000002,3.750000000000001,0.0,0.0
retest_known_good,2,1,1,1,1,True,,3,1.0000000000000002,47.5,8.5,0.0,0.0,0.25,1.2500000000000002,27.5,7.500000000000002,7.500000000000002,3.750000000000001,0.0,1.25
retest_known_good,3,0,0,0,0,True,,2,1.0,49.56104252400547,6.438957475994528,0.2709999999999999,0.37174211248285305,0.0,1.371742112482853,30.178326474622768,0.0,8.23045267489712,0.0,11.152263374485592,0.0
retest_known_good,3,0,0,0,1,False,singular linear system,15,0.0,inf,-inf,,,,,,,,,,
retest_known_good,3,0,0,1,0,True,,2,1.0,42.52400548696845,13.475994513031551,0.0,0.0,0.0,1.371742112482853,30.178326474622768,0.0,8.23045267489712,4.11522633744856,0.0,0.0
retest_known_good,3,0,0,1,1,False,singular linear system,15,0.0,inf,-inf,,,,,,,,,,
retest_known_good,3,0,1,0,0,True,,2,1.0,48.18930041152263,7.81069958847737,0.18999999999999995,0.23456790123456783,0.0,1.2345679012345678,29.629629629629626,4.11522633744856,7.4074074074074066,0.0,7.0370370370370345,0.0
retest_known_good,3,0,1,0,1,False,singular linear system,16,0.0,inf,-inf,,,,,,,,,,
retest_known_good,3,0,1,1,0,True,,2,1.0,44.855967078189295,11.144032921810705,0.0,0.0,0.0,1.2345679012345678,29.629629629629626,4.11522633744856,7.4074074074074066,3.7037037037037033,0.0,0.0
retest_known_good,3,0,1,1,1,False,singular linear system,16,0.0,inf,-inf,,,,,,,,,,
retest_known_good,3,1,0,0,0,True,,2,1.0,44.89711934156378,11.10288065843622,0.18999999999999995,0.23456790123456783,0.0,1.2345679012345678,27.709190672153632,2.7434842249657065,7.4074074074074066,0.0,7.0370370370370345,0.0
retest_known_good,3,1,0,0,1,False,singular linear system,16,0.0,inf,-inf,,,,,,,,,,
retest_known_good,3,1,0,1,0,True,,2,1.0,41.56378600823045,14.436213991769549,0.0,0.0,0.0,1.2345679012345678,27.709190672153632,2.7434842249657065,7.4074074074074066,3.7037037037037033,0.0,0.0
retest_known_good,3,1,0,1,1,False,singular linear system,16,0.0,inf,-inf,,,,,,,,,,
retest_known_good,3,1,1,0,0,True,,2,1.0,43.33333333333333,12.666666666666671,0.09999999999999996,0.11111111111111108,0.0,1.1111111111111112,27.160493827160494,6.17283950617284,6.666666666666666,0.0,3.333333333333332,0.0
retest_known_good,3,1,1,0,1,True,,3,1.0,41.111111111111114,14.888888888888886,0.09999999999999996,0.11111111111111108,0.11111111111111108,1.1111111111111112,24.444444444444443,6.111111111111112,6.666666666666666,0.0,3.333333333333332,0.5555555555555555
retest_known_good,3,1,1,1,0,True,,2,1.0,43.33333333333333,12.666666666666671,0.0,0.0,0.0,1.1111111111111112,27.160493827160494,6.17283950617284,6.666666666666666,3.333333333333333,0.0,0.0
retest_known_good,3,1,1,1,1,True,,3,1.0,41.111111111111114,14.888888888888886,0.0,0.0,0.11111111111111108,1.1111111111111112,24.444444444444443,6.111111111111112,6.666666666666666,3.333333333333333,0.0,0.5555555555555555
retest_known_good,4,0,0,0,0,True,,2,1.0,83.28125,-27.28125,0.488,0.953125,0.0,1.953125,42.96875,0.0,11.71875,0.0,28.59375,0.0
retest_known_good,4,0,0,0,1,False,singular linear system,20,0.0,inf,-inf,,,,,,,,,,
retest_known_good,4,0,0,1,0,True,,2,1.0,58.59375,-2.59375,0.0,0.0,0.0,1.953125,42.96875,0.0,11.71875,3.90625,0.0,0.0
retest_known_good,4,0,0,1,1,False,singular linear system,20,0.0,inf,-inf,,,,,,,,,,
retest_known_good,4,0,1,0,0,True,,2,1.0,69.60937499999999,-13.609374999999986,0.3599999999999999,0.5624999999999997,0.0,1.5624999999999998,41.40624999999999,1.9531249999999996,9.374999999999998,0.0,16.874999999999993,0.0
retest_known_good,4,0,1,0,1,False,singular linear system,21,0.0,inf,-inf,,,,,,,,,,
retest_known_good,4,0,1,1,0,True,,2,1.0,55.85937499999999,0.1406250000000071,0.0,0.0,0.0,1.5624999999999998,41.40624999999999,1.9531249999999996,9.374999999999998,3.1249999999999996,0.0,0.0
retest_known_good,4,0,1,1,1,False,singular linear system,21,0.0,inf,-inf,,,,,,,,,,
retest_known_good,4,1,0,0,0,True,,2,1.0,64.14062499999999,-8.140624999999986,0.3599999999999999,0.5624999999999997,0.0,1.5624999999999998,35.93749999999999,1.9531249999999996,9.374999999999998,0.0,16.874999999999993,0.0
retest_known_good,4,1,0,0,1,False,singular linear system,21,0.0,inf,-inf,,,,,,,,,,
retest_known_good,4,1,0,1,0,True,,2,1.0,50.39062499999999,5.609375000000007,0.0,0.0,0.0,1.5624999999999998,35.93749999999999,1.9531249999999996,9.374999999999998,3.1249999999999996,0.0,0.0
retest_known_good,4,1,0,1,1,False,singular linear system,21,0.0,inf,-inf,,,,,,,,,,
retest_known_good,4,1,1,0,0,True,,2,1.0000000000000002,52.50000000000001,3.499999999999993,0.2,0.25,0.0,1.2500000000000002,34.375,3.1250000000000004,7.500000000000002,0.0,7.5,0.0
retest_known_good,4,1,1,0,1,True,,3,1.0000000000000002,46.75,9.25,0.2,0.25,0.25,1.2500000000000002,27.5,3.0000000000000004,7.500000000000002,0.0,7.5,1.25
retest_known_good,4,1,1,1,0,True,,2,1.0000000000000002,47.50000000000001,8.499999999999993,0.0,0.0,0.0,1.2500000000000002,34.375,3.1250000000000004,7.500000000000002,2.5000000000000004,0.0,0.0
