param_id,sample_size,assumed_defective_count,nominal_rate_from_table,point_estimate,ci_lower,ci_upper,ci_width,assumption_note
q3_p5,400,40,0.1,0.1,0.07240629419404179,0.1336778582906895,0.06127156409664772,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_p6,400,40,0.1,0.1,0.07240629419404179,0.1336778582906895,0.06127156409664772,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_p7,400,40,0.1,0.1,0.07240629419404179,0.1336778582906895,0.06127156409664772,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_p8,400,40,0.1,0.1,0.07240629419404179,0.1336778582906895,0.06127156409664772,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_s1,400,40,0.1,0.1,0.07240629419404179,0.1336778582906895,0.06127156409664772,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_s2,400,40,0.1,0.1,0.07240629419404179,0.1336778582906895,0.06127156409664772,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_s3,400,40,0.1,0.1,0.07240629419404179,0.1336778582906895,0.06127156409664772,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_final,400,40,0.1,0.1,0.07240629419404179,0.1336778582906895,0.06127156409664772,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_p1,1000,100,0.1,0.1,0.08210533435557998,0.12028793651869246,0.03818260216311248,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_p2,1000,100,0.1,0.1,0.08210533435557998,0.12028793651869246,0.03818260216311248,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_p3,1000,100,0.1,0.1,0.08210533435557998,0.12028793651869246,0.03818260216311248,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_p4,1000,100,0.1,0.1,0.08210533435557998,0.12028793651869246,0.03818260216311248,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_p5,1000,100,0.1,0.1,0.08210533435557998,0.12028793651869246,0.03818260216311248,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_p6,1000,100,0.1,0.1,0.08210533435557998,0.12028793651869246,0.03818260216311248,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_p7,1000,100,0.1,0.1,0.08210533435557998,0.12028793651869246,0.03818260216311248,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_p8,1000,100,0.1,0.1,0.08210533435557998,0.12028793651869246,0.03818260216311248,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_s1,1000,100,0.1,0.1,0.08210533435557998,0.12028793651869246,0.03818260216311248,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_s2,1000,100,0.1,0.1,0.08210533435557998,0.12028793651869246,0.03818260216311248,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_s3,1000,100,0.1,0.1,0.08210533435557998,0.12028793651869246,0.03818260216311248,"sample size and defective count are modeling assumptions, not data given by the problem"
q3_final,1000,100,0.1,0.1,0.08210533435557998,0.12028793651869246,0.03818260216311248,"sample size and defective count are modeling assumptions, not data given by the problem"
